Hotel_Name,Reviewer_Score,Total_Number_of_Reviews,lat,lng,Hotel_ID,Total_Reviews_Found
Dorset Square Hotel,7.9,263,51.5226361,-0.1602871,Dorset Square Hotel_51.523_-0.16,123.0
Edouard 7 Paris Op ra,9.2,798,48.8683133,2.3330851,Edouard 7 Paris Op ra_48.868_2.333,184.0
Renaissance Paris Arc de Triomphe Hotel,6.7,214,48.8772093,2.2968266,Renaissance Paris Arc de Triomphe Hotel_48.877_2.297,48.0
Rubens At The Palace,10.0,1449,51.4981471,-0.1436492,Rubens At The Palace_51.498_-0.144,765.0
every hotel Piccadilly,5.0,1685,51.5101462,-0.1315061,every hotel Piccadilly_51.51_-0.132,568.0
Millennium Gloucester Hotel London,6.3,5726,51.4935083,-0.1834346,Millennium Gloucester Hotel London_51.494_-0.183,2565.0
Novotel Suites Paris Expo Porte de Versailles,8.8,1250,48.827388,2.305478,Novotel Suites Paris Expo Porte de Versailles_48.827_2.305,228.0
K K H tel Cayr Saint Germain des Pr s,8.3,1431,48.8553117,2.3254628,K K H tel Cayr Saint Germain des Pr s_48.855_2.325,326.0
Fielding Hotel,10.0,1271,51.5139315,-0.1219893,Fielding Hotel_51.514_-0.122,733.0
DoubleTree by Hilton Hotel London Marble Arch,7.9,1290,51.514573,-0.15666,DoubleTree by Hilton Hotel London Marble Arch_51.515_-0.157,425.0
Holiday Inn London West,8.3,1500,51.5210117,-0.2628618,Holiday Inn London West_51.521_-0.263,701.0
The Soho Hotel,9.6,385,51.5139805,-0.1337948,The Soho Hotel_51.514_-0.134,157.0
Le Grand H tel de Normandie,4.6,156,48.8759461,2.3270955,Le Grand H tel de Normandie_48.876_2.327,30.0
Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,10.0,334,48.8742767,2.3426276,Monsieur Cadet Hotel Spa Ex Meyerhold Spa _48.874_2.343,62.0
H tel de La Tamise Esprit de France,8.8,166,48.8648656,2.3295756,H tel de La Tamise Esprit de France_48.865_2.33,61.0
Buddha Bar Hotel Paris,10.0,538,48.8694695,2.3208564,Buddha Bar Hotel Paris_48.869_2.321,117.0
Le A,9.6,348,48.8723844,2.3088663,Le A_48.872_2.309,91.0
Holiday Inn Paris Notre Dame,10.0,1174,48.8528427,2.3422256,Holiday Inn Paris Notre Dame_48.853_2.342,301.0
Mercure Paris Opera Garnier,8.8,501,48.8749511,2.3259532,Mercure Paris Opera Garnier_48.875_2.326,90.0
Grand H tel Du Palais Royal,10.0,704,48.8630829,2.3378592,Grand H tel Du Palais Royal_48.863_2.338,206.0
Best Western Aulivia Op ra,9.2,570,48.8730552,2.3540112,Best Western Aulivia Op ra_48.873_2.354,100.0
Renaissance Paris Vendome Hotel,9.6,74,48.8654532,2.3295231,Renaissance Paris Vendome Hotel_48.865_2.33,14.0
Hotel Park Lane Paris,9.2,824,48.8745879,2.3188143,Hotel Park Lane Paris_48.875_2.319,154.0
Little Palace Hotel,6.3,1377,48.8675674,2.3539896,Little Palace Hotel_48.868_2.354,303.0
Napoleon Paris,10.0,1144,48.8743885,2.2980915,Napoleon Paris_48.874_2.298,234.0
Andaz London Liverpool Street,6.3,1283,51.5172825,-0.0812451,Andaz London Liverpool Street_51.517_-0.081,519.0
Novotel London Canary Wharf,9.2,320,51.5011704,-0.0232607,Novotel London Canary Wharf_51.501_-0.023,146.0
H tel de Lille,9.6,533,48.8585626,2.3299138,H tel de Lille_48.859_2.33,144.0
H tel Concorde Montparnasse,5.8,2515,48.8381079,2.318669,H tel Concorde Montparnasse_48.838_2.319,692.0
Suites H tel Helzear Montparnasse,4.2,544,48.8346811,2.3255098,Suites H tel Helzear Montparnasse_48.835_2.326,78.0
Renaissance Paris Republique Hotel Spa,7.9,54,48.8687804,2.3610196,Renaissance Paris Republique Hotel Spa_48.869_2.361,13.0
citizenM Tower of London,9.6,4672,51.510237,-0.0764428,citizenM Tower of London_51.51_-0.076,1683.0
Chiswick Rooms,8.3,882,51.4937409,-0.244896,Chiswick Rooms_51.494_-0.245,342.0
Claridge s,9.6,293,51.5125035,-0.1477438,Claridge s_51.513_-0.148,157.0
La Suite West Hyde Park,7.5,768,51.5126758,-0.1867828,La Suite West Hyde Park_51.513_-0.187,292.0
St James Court A Taj Hotel London,8.3,5394,51.4986732,-0.1376867,St James Court A Taj Hotel London_51.499_-0.138,2070.0
Elys es R gencia,7.9,1100,48.8686434,2.2984054,Elys es R gencia_48.869_2.298,276.0
H tel De Sers Champs Elys es Paris,8.3,347,48.8683593,2.3002117,H tel De Sers Champs Elys es Paris_48.868_2.3,80.0
Hotel le Lapin Blanc,9.2,619,48.8491801,2.3423357,Hotel le Lapin Blanc_48.849_2.342,152.0
41,10.0,244,51.4981471,-0.1436492,41_51.498_-0.144,103.0
Shaftesbury Suites London Marble Arch,6.7,800,51.515755,-0.1603335,Shaftesbury Suites London Marble Arch_51.516_-0.16,289.0
Grange Strathmore Hotel,4.6,984,51.4958184,-0.1813958,Grange Strathmore Hotel_51.496_-0.181,448.0
H tel R de Paris Boutique Hotel,8.8,533,48.8799239,2.3288332,H tel R de Paris Boutique Hotel_48.88_2.329,113.0
Villa Panth on,7.0,1374,48.8488044,2.3469889,Villa Panth on_48.849_2.347,276.0
Trinit Haussmann,9.6,319,48.8800565,2.3342353,Trinit Haussmann_48.88_2.334,61.0
The RE London Shoreditch,9.6,2147,51.531979,-0.061598,The RE London Shoreditch_51.532_-0.062,893.0
London City Suites,10.0,1744,51.5206309,-0.0915341,London City Suites_51.521_-0.092,740.0
H tel Crayon Rouge by Elegancia,10.0,300,48.8644967,2.3405415,H tel Crayon Rouge by Elegancia_48.864_2.341,82.0
Mercure Paris Opera Grands Boulevards,7.5,359,48.8740668,2.3502172,Mercure Paris Opera Grands Boulevards_48.874_2.35,65.0
St George s Hotel Wembley,10.0,2274,51.5553678,-0.2864945,St George s Hotel Wembley_51.555_-0.286,1212.0
Hotel Le Saint Gregoire,5.8,106,48.8471891,2.3260138,Hotel Le Saint Gregoire_48.847_2.326,20.0
Le Mathurin Hotel Spa,9.6,1184,48.8732068,2.3239015,Le Mathurin Hotel Spa_48.873_2.324,158.0
H tel Saint Paul Rive Gauche,9.6,135,48.8496819,2.3402806,H tel Saint Paul Rive Gauche_48.85_2.34,45.0
The Justin James Hotel,5.4,561,51.4202661,-0.211268,The Justin James Hotel_51.42_-0.211,260.0
Millennium Hotel London Mayfair,9.6,3117,51.510574,-0.1509951,Millennium Hotel London Mayfair_51.511_-0.151,1253.0
H tel de Varenne,10.0,315,48.8570275,2.3170282,H tel de Varenne_48.857_2.317,95.0
A La Villa Madame,10.0,185,48.8488608,2.3315257,A La Villa Madame_48.849_2.332,41.0
The Curtain,9.6,59,51.5237209,-0.0806178,The Curtain_51.524_-0.081,30.0
45 Park Lane Dorchester Collection,9.6,68,51.5063709,-0.1515359,45 Park Lane Dorchester Collection_51.506_-0.152,28.0
Grange Tower Bridge Hotel,7.9,1668,51.5115509,-0.0714919,Grange Tower Bridge Hotel_51.512_-0.071,690.0
Le Tsuba Hotel,10.0,287,48.8777621,2.293177,Le Tsuba Hotel_48.878_2.293,57.0
St Martins Lane A Morgans Original,7.1,1241,51.5104696,-0.1265824,St Martins Lane A Morgans Original_51.51_-0.127,492.0
H tel Barri re Le Fouquet s,5.0,194,48.8710709,2.3013119,H tel Barri re Le Fouquet s_48.871_2.301,35.0
Novotel London Blackfriars,8.8,1362,51.5050165,-0.1049831,Novotel London Blackfriars_51.505_-0.105,428.0
Hotel Villa Lafayette Paris IX,8.8,97,48.8760884,2.3456465,Hotel Villa Lafayette Paris IX_48.876_2.346,25.0
Canary Riverside Plaza Hotel,9.6,310,51.5066991,-0.0280208,Canary Riverside Plaza Hotel_51.507_-0.028,138.0
The Marylebone Hotel,8.8,1738,51.5180207,-0.1500567,The Marylebone Hotel_51.518_-0.15,677.0
L Empire Paris,9.6,619,48.8607764,2.3427564,L Empire Paris_48.861_2.343,119.0
The Zetter Townhouse Clerkenwell,8.8,81,51.5231564,-0.1035134,The Zetter Townhouse Clerkenwell_51.523_-0.104,31.0
The Whitechapel,3.3,830,51.5161286,-0.0624458,The Whitechapel_51.516_-0.062,313.0
Suites H tel Helzear Champs Elys es,7.5,965,48.8691399,2.2981024,Suites H tel Helzear Champs Elys es_48.869_2.298,227.0
St George Hotel,5.0,334,51.5182768,-0.1583511,St George Hotel_51.518_-0.158,122.0
Best Western Premier Op ra Faubourg Ex Hotel Jules ,6.7,1966,48.8753359,2.3414617,Best Western Premier Op ra Faubourg Ex Hotel Jules _48.875_2.341,323.0
Pershing Hall,10.0,67,48.8691325,2.3021659,Pershing Hall_48.869_2.302,14.0
The Premier Notting Hill,9.2,2215,51.5127453,-0.1926437,The Premier Notting Hill_51.513_-0.193,967.0
H tel Pont Royal,7.9,249,48.8565629,2.3273623,H tel Pont Royal_48.857_2.327,62.0
Le G n ral H tel,9.6,480,48.8662695,2.3668616,Le G n ral H tel_48.866_2.367,122.0
H tel Th r se,8.8,509,48.8816306,2.2992146,H tel Th r se_48.882_2.299,132.0
Best Western Premier Trocadero La Tour,8.3,216,48.8583127,2.2795075,Best Western Premier Trocadero La Tour_48.858_2.28,52.0
Holiday Inn London Whitechapel,7.9,1131,51.5154006,-0.0572364,Holiday Inn London Whitechapel_51.515_-0.057,377.0
Washington Mayfair Hotel,8.3,1532,51.5060237,-0.151078,Washington Mayfair Hotel_51.506_-0.151,699.0
Radisson Blu Edwardian New Providence Wharf,10.0,1974,51.5065578,-0.004514,Radisson Blu Edwardian New Providence Wharf_51.507_-0.005,1148.0
Hilton London Tower Bridge,8.3,1705,51.504575,-0.082675,Hilton London Tower Bridge_51.505_-0.083,801.0
Novotel London Wembley,8.8,2924,51.5611271,-0.2787261,Novotel London Wembley_51.561_-0.279,1251.0
Le Relais M dicis,6.3,149,48.8497618,2.3392336,Le Relais M dicis_48.85_2.339,30.0
Les Jardins De La Villa Spa,6.7,622,48.8801757,2.2859534,Les Jardins De La Villa Spa_48.88_2.286,108.0
Warwick Paris Former Warwick Champs Elysees ,3.8,1813,48.8722019,2.3030866,Warwick Paris Former Warwick Champs Elysees _48.872_2.303,411.0
Park Hyatt Paris Vendome,8.8,124,48.8688155,2.3305236,Park Hyatt Paris Vendome_48.869_2.331,29.0
My Home In Paris,9.2,338,48.8636049,2.3688352,My Home In Paris_48.864_2.369,82.0
Mercure Paris Op ra Faubourg Montmartre,6.3,223,48.8729639,2.3444899,Mercure Paris Op ra Faubourg Montmartre_48.873_2.344,33.0
Best Western Plus Elys e Secret,5.8,646,48.8701247,2.311141,Best Western Plus Elys e Secret_48.87_2.311,111.0
Villa Beaumarchais,9.6,1442,48.8589516,2.3670407,Villa Beaumarchais_48.859_2.367,295.0
H tel Mansart Esprit de France,5.8,611,48.8684776,2.3298238,H tel Mansart Esprit de France_48.868_2.33,116.0
Holiday Inn Paris Gare de l Est,8.8,6511,48.8758981,2.3590504,Holiday Inn Paris Gare de l Est_48.876_2.359,1129.0
Le Cinq Codet,5.8,1055,48.8547869,2.3084819,Le Cinq Codet_48.855_2.308,257.0
La Maison Favart,10.0,489,48.870808,2.3372737,La Maison Favart_48.871_2.337,127.0
Le Pradey,5.8,267,48.8645309,2.3315532,Le Pradey_48.865_2.332,59.0
Threadneedles Autograph Collection,5.4,390,51.5140208,-0.0854919,Threadneedles Autograph Collection_51.514_-0.085,196.0
Sanderson A Morgans Hotel,10.0,886,51.5174853,-0.1372109,Sanderson A Morgans Hotel_51.517_-0.137,324.0
The Arch London,10.0,521,51.5159214,-0.1598794,The Arch London_51.516_-0.16,191.0
Commodore Hotel,7.9,2400,51.5124496,-0.1795215,Commodore Hotel_51.512_-0.18,953.0
Golden Tulip Washington Opera,7.5,542,48.866242,2.3373169,Golden Tulip Washington Opera_48.866_2.337,102.0
Residence Henri IV,8.3,454,48.8481917,2.3490316,Residence Henri IV_48.848_2.349,171.0
Hotel du Collectionneur Arc de Triomphe,4.2,1652,48.8769204,2.3069132,Hotel du Collectionneur Arc de Triomphe_48.877_2.307,337.0
The Westbourne Hyde Park,10.0,716,51.5131074,-0.1778707,The Westbourne Hyde Park_51.513_-0.178,275.0
Hotel Le Mareuil,9.6,153,48.8659899,2.3674149,Hotel Le Mareuil_48.866_2.367,47.0
Mercure Paris Champs Elys es,6.3,182,48.8699731,2.2909401,Mercure Paris Champs Elys es_48.87_2.291,39.0
Best Western Le 18 Paris,9.6,527,48.8966167,2.3434843,Best Western Le 18 Paris_48.897_2.343,86.0
The Lodge Hotel Putney,6.7,525,51.4572991,-0.2055425,The Lodge Hotel Putney_51.457_-0.206,297.0
Shaftesbury Hyde Park International,7.5,2907,51.5123968,-0.186124,Shaftesbury Hyde Park International_51.512_-0.186,1029.0
The Montcalm At Brewery London City,10.0,2617,51.5208155,-0.0915319,The Montcalm At Brewery London City_51.521_-0.092,1317.0
H tel Powers,6.3,956,48.8691409,2.3031503,H tel Powers_48.869_2.303,237.0
Villa Lut ce Port Royal,9.2,374,48.8364204,2.3603332,Villa Lut ce Port Royal_48.836_2.36,47.0
Oceania Paris Porte De Versailles,7.5,2541,48.8303023,2.2842872,Oceania Paris Porte De Versailles_48.83_2.284,273.0
BEST WESTERN Maitrise Hotel Maida Vale,6.7,1877,51.5366053,-0.1919832,BEST WESTERN Maitrise Hotel Maida Vale_51.537_-0.192,816.0
Novotel London City South,9.6,917,51.5054832,-0.0951196,Novotel London City South_51.505_-0.095,312.0
The Dorchester Dorchester Collection,9.2,545,51.5074007,-0.1524593,The Dorchester Dorchester Collection_51.507_-0.152,225.0
Mercure Paris Bastille Marais,9.6,299,48.8571207,2.3805581,Mercure Paris Bastille Marais_48.857_2.381,34.0
Hilton London Angel Islington,7.1,1462,51.5360906,-0.1048176,Hilton London Angel Islington_51.536_-0.105,658.0
Fifty Four Boutique Hotel,6.7,684,51.4963008,-0.1796853,Fifty Four Boutique Hotel_51.496_-0.18,310.0
Chateau Frontenac,7.9,858,48.8689468,2.3026559,Chateau Frontenac_48.869_2.303,188.0
H tel Du Jeu De Paume,8.3,312,48.8520377,2.3557092,H tel Du Jeu De Paume_48.852_2.356,106.0
The Sumner Hotel,6.7,762,51.5152892,-0.160898,The Sumner Hotel_51.515_-0.161,266.0
W12 Rooms,9.6,900,51.5045326,-0.2191174,W12 Rooms_51.505_-0.219,405.0
Renaissance Paris Le Parc Trocadero Hotel,8.3,94,48.8673099,2.2856528,Renaissance Paris Le Parc Trocadero Hotel_48.867_2.286,26.0
Shaftesbury Premier London Paddington,5.4,3609,51.5153672,-0.1783271,Shaftesbury Premier London Paddington_51.515_-0.178,1546.0
Hotel Carlton s Montmartre,7.5,559,48.8819068,2.3410005,Hotel Carlton s Montmartre_48.882_2.341,90.0
Hotel Monge,8.3,386,48.8447938,2.3524462,Hotel Monge_48.845_2.352,115.0
Mimi s Hotel Soho,7.1,687,51.5140329,-0.1320651,Mimi s Hotel Soho_51.514_-0.132,390.0
Victoires Opera,4.6,273,48.8648997,2.3469433,Victoires Opera_48.865_2.347,47.0
Holiday Inn London Oxford Circus,7.9,1287,51.516843,-0.1495574,Holiday Inn London Oxford Circus_51.517_-0.15,484.0
Dorsett Shepherds Bush,6.7,2890,51.5039399,-0.2244232,Dorsett Shepherds Bush_51.504_-0.224,1266.0
New Linden Hotel,6.7,2820,51.5133832,-0.1926617,New Linden Hotel_51.513_-0.193,876.0
Le Burgundy Paris,10.0,683,48.8680055,2.3260075,Le Burgundy Paris_48.868_2.326,161.0
Hotel Sezz Paris,9.2,132,48.8566336,2.2852607,Hotel Sezz Paris_48.857_2.285,24.0
Hotel Montaigne,6.7,431,48.865467,2.3038811,Hotel Montaigne_48.865_2.304,89.0
Hotel Royal Elys es,5.4,251,48.8729666,2.2926226,Hotel Royal Elys es_48.873_2.293,45.0
Mercure Paris Bercy Biblioth que,7.5,1082,48.8370334,2.372322,Mercure Paris Bercy Biblioth que_48.837_2.372,125.0
Hazlitt s,10.0,465,51.5143447,-0.1318157,Hazlitt s_51.514_-0.132,241.0
Park Plaza London Waterloo,7.9,1489,51.4982412,-0.1134715,Park Plaza London Waterloo_51.498_-0.113,552.0
citizenM London Shoreditch,8.3,2113,51.5241373,-0.0786983,citizenM London Shoreditch_51.524_-0.079,838.0
H tel Balzac,5.8,694,48.8732785,2.3004174,H tel Balzac_48.873_2.3,166.0
Victoria Palace Hotel,9.2,100,48.8457587,2.3243071,Victoria Palace Hotel_48.846_2.324,24.0
Hotel Eug ne en Ville,10.0,1093,48.8750119,2.3416769,Hotel Eug ne en Ville_48.875_2.342,191.0
Newhotel Roblin,8.3,1327,48.8714152,2.3239679,Newhotel Roblin_48.871_2.324,271.0
Le Relais Montmartre,8.8,744,48.8854538,2.3335809,Le Relais Montmartre_48.885_2.334,182.0
Amarante Beau Manoir,9.6,759,48.870994,2.3235329,Amarante Beau Manoir_48.871_2.324,159.0
Hotel Maison FL,9.2,417,48.8396395,2.2663056,Hotel Maison FL_48.84_2.266,102.0
Balmoral Champs Elys es,9.6,476,48.8759855,2.293938,Balmoral Champs Elys es_48.876_2.294,114.0
The Chess Hotel,10.0,1005,48.8716017,2.3349768,The Chess Hotel_48.872_2.335,235.0
AC Hotel Paris Porte Maillot by Marriott,8.8,403,48.8820046,2.2818538,AC Hotel Paris Porte Maillot by Marriott_48.882_2.282,75.0
B Montmartre,10.0,332,48.883631,2.3257643,B Montmartre_48.884_2.326,90.0
H tel Regent s Garden,6.3,552,48.8797513,2.2919634,H tel Regent s Garden_48.88_2.292,91.0
Mercure Paris 15 Porte de Versailles,6.7,221,48.8382542,2.2903494,Mercure Paris 15 Porte de Versailles_48.838_2.29,25.0
Hotel Le Placide Saint Germain Des Pr s,7.5,123,48.8498439,2.3244253,Hotel Le Placide Saint Germain Des Pr s_48.85_2.324,24.0
Hotel VIU Milan,9.6,219,45.488764,9.183057,Hotel VIU Milan_45.489_9.183,58.0
Sofitel London St James,10.0,1284,51.5076044,-0.132266,Sofitel London St James_51.508_-0.132,352.0
Baglioni Hotel London The Leading Hotels of the World,9.2,290,51.5017224,-0.1846243,Baglioni Hotel London The Leading Hotels of the World_51.502_-0.185,114.0
DoubleTree by Hilton London Islington,9.2,2277,51.5322508,-0.1095714,DoubleTree by Hilton London Islington_51.532_-0.11,909.0
Nell Hotel Suites,8.3,165,48.8741002,2.3426357,Nell Hotel Suites_48.874_2.343,45.0
Rydges Kensington Hotel,7.1,1057,51.4956883,-0.1827878,Rydges Kensington Hotel_51.496_-0.183,496.0
Club Quarters Hotel Lincoln s Inn Fields,8.8,2692,51.5160988,-0.1181749,Club Quarters Hotel Lincoln s Inn Fields_51.516_-0.118,1139.0
Novotel Paris Centre Tour Eiffel,2.5,2310,48.8500283,2.2834126,Novotel Paris Centre Tour Eiffel_48.85_2.283,497.0
Best Western Plus 61 Paris Nation Hotel,5.0,795,48.8465653,2.4102405,Best Western Plus 61 Paris Nation Hotel_48.847_2.41,74.0
Hotel Monsieur,8.8,817,48.8735135,2.3217457,Hotel Monsieur_48.874_2.322,180.0
Hotel Saint Dominique,8.3,516,48.8599998,2.3087425,Hotel Saint Dominique_48.86_2.309,121.0
Clayton Hotel Chiswick,8.3,1944,51.4924184,-0.2784701,Clayton Hotel Chiswick_51.492_-0.278,922.0
Park Plaza London Park Royal,9.2,425,51.527262,-0.282992,Park Plaza London Park Royal_51.527_-0.283,197.0
Hotel Malte Astotel,10.0,121,48.8672474,2.33738,Hotel Malte Astotel_48.867_2.337,26.0
Best Western Palm Hotel,10.0,2037,51.5634756,-0.2042758,Best Western Palm Hotel_51.563_-0.204,949.0
InterContinental Paris Avenue Marceau,5.4,183,48.8706373,2.2982095,InterContinental Paris Avenue Marceau_48.871_2.298,45.0
Mercure Tour Eiffel Grenelle,10.0,153,48.850448,2.2928845,Mercure Tour Eiffel Grenelle_48.85_2.293,39.0
Mercure Paris Bastille Saint Antoine,6.7,168,48.849574,2.3798518,Mercure Paris Bastille Saint Antoine_48.85_2.38,22.0
Boutique H tel Konfidentiel,9.6,86,48.8612535,2.3426256,Boutique H tel Konfidentiel_48.861_2.343,19.0
The Piccadilly London West End,8.8,2298,51.5121957,-0.1318384,The Piccadilly London West End_51.512_-0.132,1125.0
R Kipling by Happyculture,9.6,389,48.8820838,2.3315849,R Kipling by Happyculture_48.882_2.332,84.0
Hotel Des Saints Peres Esprit de France,10.0,560,48.8534026,2.3299043,Hotel Des Saints Peres Esprit de France_48.853_2.33,105.0
Best Western Hotel Montmartre Sacr Coeur,7.9,1201,48.888539,2.3498459,Best Western Hotel Montmartre Sacr Coeur_48.889_2.35,266.0
Kingsway Hall Hotel,9.6,1363,51.5158643,-0.1200625,Kingsway Hall Hotel_51.516_-0.12,683.0
Mandarin Oriental Hyde Park London,10.0,217,51.5022081,-0.1599428,Mandarin Oriental Hyde Park London_51.502_-0.16,85.0
H tel Jos phine by Happyculture,10.0,395,48.8823141,2.3316688,H tel Jos phine by Happyculture_48.882_2.332,76.0
Radisson Blu Edwardian Vanderbilt,7.1,2665,51.4953691,-0.1818966,Radisson Blu Edwardian Vanderbilt_51.495_-0.182,1298.0
Hotel Le Chat Noir,10.0,705,48.8836255,2.3340538,Hotel Le Chat Noir_48.884_2.334,129.0
Hotel Cafe Royal,10.0,1128,51.5100916,-0.1359431,Hotel Cafe Royal_51.51_-0.136,364.0
Mercure Vaugirard Paris Porte De Versailles,8.3,843,48.8330649,2.2879617,Mercure Vaugirard Paris Porte De Versailles_48.833_2.288,106.0
Grange Rochester Hotel,10.0,1046,51.4942654,-0.1366026,Grange Rochester Hotel_51.494_-0.137,364.0
Gainsborough Hotel,9.6,1884,51.4948416,-0.1772056,Gainsborough Hotel_51.495_-0.177,807.0
H tel Bel Ami,10.0,525,48.8550298,2.3332104,H tel Bel Ami_48.855_2.333,105.0
St James Hotel Club Mayfair,10.0,363,51.5061587,-0.1402803,St James Hotel Club Mayfair_51.506_-0.14,135.0
Apex London Wall Hotel,10.0,949,51.5160484,-0.0880181,Apex London Wall Hotel_51.516_-0.088,437.0
Seraphine Kensington Gardens Hotel,9.2,597,51.5021027,-0.187901,Seraphine Kensington Gardens Hotel_51.502_-0.188,310.0
Hotel de Nell,4.2,280,48.8732788,2.3466576,Hotel de Nell_48.873_2.347,81.0
9Hotel Republique,6.7,857,48.8708419,2.3605864,9Hotel Republique_48.871_2.361,183.0
Goralska R sidences H tel Paris Bastille,10.0,107,48.8482842,2.3657251,Goralska R sidences H tel Paris Bastille_48.848_2.366,24.0
Club Quarters Hotel Gracechurch,9.2,2996,51.5127964,-0.0847973,Club Quarters Hotel Gracechurch_51.513_-0.085,1103.0
Grange Blooms Hotel,9.2,393,51.5196913,-0.1254243,Grange Blooms Hotel_51.52_-0.125,173.0
DoubleTree by Hilton Hotel London Tower of London,8.8,7491,51.5108412,-0.0780581,DoubleTree by Hilton Hotel London Tower of London_51.511_-0.078,3212.0
H tel Baume,10.0,253,48.8501522,2.3392782,H tel Baume_48.85_2.339,176.0
Hotel West End,10.0,452,48.8671391,2.3038447,Hotel West End_48.867_2.304,129.0
Arioso,7.5,218,48.8746066,2.3167195,Arioso_48.875_2.317,38.0
H tel Lancaster Paris Champs Elys es,7.1,254,48.8723438,2.3033378,H tel Lancaster Paris Champs Elys es_48.872_2.303,80.0
Melia Paris Notre Dame,9.6,214,48.8515198,2.3486511,Melia Paris Notre Dame_48.852_2.349,54.0
Hotel Mademoiselle,9.6,853,48.8772493,2.3543043,Hotel Mademoiselle_48.877_2.354,201.0
Hotel Les Bains Paris,9.6,153,48.863828,2.3519345,Hotel Les Bains Paris_48.864_2.352,35.0
Hotel Ares Eiffel,9.6,667,48.8503276,2.2982022,Hotel Ares Eiffel_48.85_2.298,212.0
Francois 1er,7.9,603,48.8701887,2.2997281,Francois 1er_48.87_2.3,136.0
H tel Montmartre Mon Amour,5.8,494,48.886687,2.3449332,H tel Montmartre Mon Amour_48.887_2.345,63.0
Hotel Monceau Wagram,5.0,772,48.8808779,2.2989756,Hotel Monceau Wagram_48.881_2.299,110.0
Novotel London Excel,9.2,1158,51.5077198,0.0229805,Novotel London Excel_51.508_0.023,574.0
Paris Marriott Champs Elysees Hotel,5.0,372,48.8711365,2.3050482,Paris Marriott Champs Elysees Hotel_48.871_2.305,94.0
Mercure London Bridge,8.3,947,51.5052587,-0.099176,Mercure London Bridge_51.505_-0.099,414.0
H tel Exquis by Elegancia,5.4,920,48.8536854,2.3805796,H tel Exquis by Elegancia_48.854_2.381,157.0
Grange Wellington Hotel,8.8,1268,51.4944319,-0.1363756,Grange Wellington Hotel_51.494_-0.136,428.0
Les Jardins Du Marais,7.1,838,48.8605219,2.3680239,Les Jardins Du Marais_48.861_2.368,156.0
Hotel Cavendish,8.8,2275,51.5220522,-0.132414,Hotel Cavendish_51.522_-0.132,920.0
Park Grand London Hyde Park,6.7,1891,51.5157316,-0.1802179,Park Grand London Hyde Park_51.516_-0.18,819.0
Shaftesbury Metropolis London Hyde Park,6.3,2867,51.5166887,-0.1706147,Shaftesbury Metropolis London Hyde Park_51.517_-0.171,1095.0
Radisson Blu Champs Elys es Paris,5.0,576,48.8719212,2.2971404,Radisson Blu Champs Elys es Paris_48.872_2.297,152.0
Hotel Eiffel Blomet,9.2,79,48.8416787,2.3022862,Hotel Eiffel Blomet_48.842_2.302,15.0
Holiday Inn Paris Gare Montparnasse,7.9,3228,48.8382916,2.3230188,Holiday Inn Paris Gare Montparnasse_48.838_2.323,331.0
H tel Thoumieux,10.0,127,48.8595985,2.3088076,H tel Thoumieux_48.86_2.309,37.0
The Exhibitionist Hotel,10.0,1708,51.4947754,-0.177789,The Exhibitionist Hotel_51.495_-0.178,804.0
Auteuil Tour Eiffel,10.0,1266,48.8506499,2.2750873,Auteuil Tour Eiffel_48.851_2.275,196.0
Ten Manchester Street Hotel,5.4,478,51.5188,-0.153839,Ten Manchester Street Hotel_51.519_-0.154,218.0
Mercure London Hyde Park,7.5,527,51.5151149,-0.1743857,Mercure London Hyde Park_51.515_-0.174,221.0
London Bridge Hotel,10.0,311,51.5052188,-0.088166,London Bridge Hotel_51.505_-0.088,167.0
Derby Alma,10.0,509,48.8605031,2.3006606,Derby Alma_48.861_2.301,140.0
The Beaumont Hotel,9.2,334,51.513055,-0.152257,The Beaumont Hotel_51.513_-0.152,120.0
Mercure Paris Gobelins Place d Italie,7.5,199,48.8321231,2.3536172,Mercure Paris Gobelins Place d Italie_48.832_2.354,24.0
H tel Original Paris,10.0,148,48.8546989,2.3691899,H tel Original Paris_48.855_2.369,30.0
The Grand at Trafalgar Square,9.6,1592,51.506935,-0.126012,The Grand at Trafalgar Square_51.507_-0.126,733.0
Club Quarters Hotel Trafalgar Square,8.8,2494,51.506935,-0.126012,Club Quarters Hotel Trafalgar Square_51.507_-0.126,945.0
The Laslett,8.8,623,51.5095259,-0.1967234,The Laslett_51.51_-0.197,250.0
Novotel Paris Les Halles,4.6,2398,48.8607299,2.3465326,Novotel Paris Les Halles_48.861_2.347,523.0
Melia Paris Vendome,10.0,307,48.8668228,2.3257729,Melia Paris Vendome_48.867_2.326,51.0
Chambiges Elys es,8.3,858,48.8668048,2.3039465,Chambiges Elys es_48.867_2.304,193.0
MARQUIS Faubourg St Honor Relais Ch teaux,3.8,51,48.8698184,2.3208729,MARQUIS Faubourg St Honor Relais Ch teaux_48.87_2.321,13.0
H tel Le Bellechasse Saint Germain,10.0,307,48.8597024,2.3239701,H tel Le Bellechasse Saint Germain_48.86_2.324,71.0
Hotel Verneuil Saint Germain,5.0,165,48.8573706,2.3314669,Hotel Verneuil Saint Germain_48.857_2.331,75.0
Hotel Daniel Paris,9.6,43,48.8728492,2.3073663,Hotel Daniel Paris_48.873_2.307,12.0
